"line","word"
681,"senator"
681,"specifically"
683,"leahy"
685,"zuckerberg"
685,"senator"
685,"week"
685,"announced"
685,"major"
685,"change"
685,"ads"
685,"pages"
685,"policies"
685,"identifying"
685,"identity"
685,"single"
685,"advertiser"
687,"leahy"
687,"specific"
689,"zuckerberg"
689,"familiar"
689,"pieces"
689,"content"
689,"specifically"
691,"leahy"
691,"decided"
691,"policy"
691,"week"
691,"ago"
691,"verify"
693,"zuckerberg"
693,"verify"
693,"identity"
693,"advertiser"
693,"running"
693,"political"
693,"issue"
693,"related"
693,"ad"
693,"basically"
693,"honest"
693,"ads"
693,"act"
693,"proposing"
695,"pages"
697,"leahy"
697,"answer"
699,"zuckerberg"
699,"familiar"
699,"specific"
701,"leahy"
701,"answer"
703,"zuckerberg"
703,"team"
705,"worth"
705,"adding"
705,"verification"
705,"identity"
705,"location"
705,"admins"
705,"running"
705,"pages"
707,"buying"
707,"ads"
707,"system"
707,"significantly"
707,"harder"
707,"russian"
707,"interference"
707,"efforts"
707,"inauthentic"
707,"efforts"
709,"leahy"
711,"zuckerberg"
711,"spread"
711,"misinformation"
711,"network"
713,"leahy"
713,"fight"
713,"time"
713,"time"
715,"months"
715,"ago"
715,"counsel"
715,"facebook's"
715,"role"
715,"breeding"
715,"ground"
715,"hate"
715,"speech"
715,"rohingya"
715,"refugees"
715,"recently"
715,"u.n"
715,"investigators"
715,"blamed"
715,"facebook"
715,"playing"
715,"role"
715,"inciting"
715,"genocide"
715,"myanmar"
715,"genocide"
717,"a.i"
717,"type"
717,"content"
717,"referring"
717,"calls"
717,"death"
717,"muslim"
717,"journalist"
717,"threat"
717,"straight"
717,"detection"
717,"systems"
717,"spread"
717,"quickly"
717,"attempt"
717,"attempt"
717,"attempt"
717,"involvement"
717,"civil"
717,"society"
717,"remove"
719,"removed"
719,"24"
719,"hours"
721,"zuckerberg"
721,"senator"
721,"happening"
721,"myanmar"
721,"terrible"
721,"tragedy"
723,"crosstalk"
725,"leahy"
725,"agree"
727,"zuckerberg"
729,"leahy"
729,"u.n"
729,"investigators"
729,"blamed"
729,"blamed"
729,"facebook"
729,"playing"
729,"role"
729,"genocide"
729,"agree"
729,"terrible"
729,"dedicate"
729,"dedicate"
729,"resources"
729,"hate"
729,"speech"
729,"24"
729,"hours"
731,"zuckerberg"
731,"specific"
733,"hiring"
733,"dozens"
733,"burmese"
733,"language"
733,"content"
733,"reviewers"
733,"hate"
733,"speech"
733,"language"
733,"specific"
733,"hard"
733,"people"
733,"speak"
733,"local"
733,"language"
733,"ramp"
733,"effort"
733,"dramatically"
735,"civil"
735,"society"
735,"myanmar"
735,"identify"
735,"specific"
735,"hate"
735,"figures"
735,"accounts"
735,"specific"
735,"pieces"
735,"content"
737,"standing"
737,"product"
737,"team"
737,"specific"
737,"product"
737,"myanmar"
737,"countries"
737,"similar"
737,"issues"
737,"future"
737,"prevent"
737,"happening"
739,"leahy"
739,"senator"
739,"cruz"
739,"letter"
739,"apple"
739,"chinese"
739,"censorship"
739,"question"
741,"thune"
741,"that'd"
741,"senator"
741,"leahy"
743,"leahy"
743,"record"
743,"chinese"
743,"censorship"
745,"thune"
745,"senator"
745,"graham's"
747,"sen"
747,"lindsey"
747,"graham"
747,"s.c"
749,"familiar"
749,"andrew"
749,"bosworth"
751,"zuckerberg"
751,"senator"
753,"graham"
753,"connect"
753,"people"
753,"dies"
753,"terrorist"
753,"attack"
753,"coordinated"
753,"tools"
753,"ugly"
753,"truth"
753,"connecting"
753,"people"
753,"deeply"
753,"connect"
753,"people"
753,"de"
753,"facto"
753,"agree"
755,"zuckerberg"
755,"senator"
755,"context"
755,"boz"
755,"wrote"
755,"boz"
755,"call"
755,"internally"
755,"wrote"
755,"internal"
755,"note"
755,"lot"
755,"discussion"
755,"internally"
755,"disagreed"
755,"time"
755,"wrote"
755,"looked"
755,"comments"
755,"internal"
755,"discussion"
757,"graham"
759,"zuckerberg"
759,"vast"
759,"majority"
759,"people"
759,"internally"
761,"graham"
761,"poor"
761,"job"
761,"ceo"
761,"communicating"
761,"displeasure"
761,"understood"
761,"begin"
763,"zuckerberg"
763,"senator"
763,"run"
763,"company"
763,"people"
763,"express"
763,"opinions"
763,"internally"
765,"graham"
765,"opinion"
765,"disturbs"
765,"fire"
767,"biggest"
767,"competitor"
769,"zuckerberg"
769,"senator"
769,"lot"
769,"competitors"
771,"graham"
771,"biggest"
773,"zuckerberg"
773,"categories"
773,"bunch"
775,"graham"
777,"zuckerberg"
777,"categories"
777,"focus"
777,"tech"
777,"platforms"
777,"google"
777,"apple"
777,"amazon"
777,"microsoft"
777,"overlap"
779,"graham"
779,"provide"
779,"service"
779,"provide"
781,"zuckerberg"
783,"graham"
783,"buy"
783,"ford"
783,"buy"
783,"chevy"
783,"upset"
783,"facebook"
783,"equivalent"
783,"product"
783,"sign"
785,"zuckerberg"
785,"category"
785,"talk"
787,"crosstalk"
789,"graham"
789,"talking"
789,"categories"
789,"talking"
789,"real"
789,"competition"
789,"car"
789,"companies"
789,"lot"
789,"competition"
789,"defective"
789,"car"
789,"world"
789,"people"
789,"stop"
789,"buying"
789,"car"
789,"buy"
791,"alternative"
791,"facebook"
791,"private"
791,"sector"
793,"zuckerberg"
793,"senator"
793,"average"
793,"american"
793,"apps"
793,"communicate"
793,"friends"
793,"stay"
793,"touch"
793,"people"
795,"crosstalk"
797,"graham"
799,"zuckerberg"
799,"ranging"
799,"texting"
799,"apps"
799,"email"
801,"graham"
801,"service"
801,"provide"
803,"zuckerberg"
803,"provide"
803,"services"
805,"graham"
805,"twitter"
807,"zuckerberg"
807,"overlaps"
807,"portion"
809,"graham"
809,"monopoly"
811,"zuckerberg"
811,"feel"
813,"graham"
815,"laughter"
817,"instagram"
817,"bought"
817,"instagram"
817,"buy"
817,"instagram"
819,"zuckerberg"
819,"talented"
819,"app"
819,"developers"
819,"platform"
819,"understood"
819,"values"
821,"graham"
821,"business"
821,"decision"
821,"regulate"
821,"company"
821,"competition"
821,"government"
821,"regulation"
821,"question"
821,"answer"
821,"constituents"
821,"happened"
821,"regulate"
823,"people"
823,"south"
823,"carolina"
823,"discovered"
823,"idea"
823,"rely"
823,"regulate"
823,"business"
823,"practices"
825,"zuckerberg"
825,"senator"
825,"position"
825,"regulation"
827,"graham"
829,"zuckerberg"
829,"internet"
829,"increasingly"
831,"crosstalk"
833,"graham"
833,"embrace"
833,"regulation"
835,"zuckerberg"
835,"real"
835,"question"
835,"internet"
835,"people's"
835,"lives"
835,"regulation"
837,"graham"
837,"company"
837,"regulation"
839,"zuckerberg"
839,"regulation"
841,"graham"
841,"europeans"
843,"zuckerberg"
845,"graham"
845,"submitted"
847,"laughter"
849,"true"
849,"terms"
849,"regulations"
849,"industry"
851,"zuckerberg"
851,"absolutely"
853,"graham"
853,"submit"
853,"proposed"
853,"regulations"
855,"zuckerberg"
855,"team"
855,"follow"
855,"discussion"
855,"categories"
855,"discussion"
855,"happen"
857,"graham"
857,"forward"
859,"sign"
859,"facebook"
859,"sign"
859,"terms"
859,"service"
859,"familiar"
861,"zuckerberg"
863,"graham"
863,"terms"
863,"govern"
863,"facebook"
863,"products"
863,"features"
863,"apps"
863,"services"
863,"technologies"
863,"software"
863,"offer"
863,"facebook's"
863,"products"
863,"products"
863,"expressly"
863,"separate"
863,"terms"
863,"apply"
865,"lawyer"
865,"idea"
865,"means"
865,"terms"
865,"service"
865,"average"
865,"consumer"
865,"understands"
865,"signing"
867,"zuckerberg"
867,"average"
867,"person"
867,"reads"
867,"document"
869,"graham"
869,"yeah"
871,"zuckerberg"
871,"communicate"
871,"responsibility"
873,"graham"
873,"agree"
875,"zuckerberg"
875,"senator"
875,"true"
875,"core"
875,"basic"
875,"level"
875,"people"
875,"facebook"
875,"instagram"
875,"whatsapp"
875,"messenger"
875,"hundred"
875,"billion"
875,"times"
875,"day"
875,"share"
875,"piece"
875,"content"
875,"message"
875,"specific"
875,"set"
875,"people"
877,"basic"
877,"functionality"
877,"people"
877,"understand"
877,"controls"
877,"line"
877,"time"
877,"volume"
877,"activity"
877,"people"
877,"control"
877,"line"
877,"fairly"
879,"services"
879,"complex"
879,"post"
879,"photo"
879,"agree"
881,"quarter"
881,"service"
883,"grassley"
883,"senator"
883,"graham"
885,"senator"
885,"klobuchar"
887,"sen"
887,"amy"
887,"klobuchar"
887,"minn"
887,"chairman"
887,"zuckerberg"
887,"agree"
887,"happened"
887,"bad"
887,"acknowledged"
887,"breach"
887,"trust"
887,"explain"
887,"constituents"
887,"breaks"
887,"apartment"
887,"crowbar"
887,"stuff"
887,"manager"
887,"keys"
887,"locks"
887,"doors"
887,"breach"
887,"break"
887,"laws"
887,"rules"
887,"sophisticated"
887,"brilliant"
887,"products"
887,"developed"
889,"focused"
889,"election"
889,"support"
889,"facebook"
889,"twitter"
889,"honest"
889,"ads"
889,"act"
889,"bill"
889,"mentioned"
889,"leading"
889,"senator"
889,"mccain"
889,"senator"
889,"warner"
891,"pass"
891,"law"
891,"rules"
891,"disclose"
891,"political"
891,"ads"
891,"issue"
891,"ads"
891,"tv"
891,"radio"
891,"disclaimers"
891,"action"
891,"june"
891,"heard"
891,"election"
891,"people"
891,"view"
891,"ads"
891,"including"
891,"issue"
891,"ads"
891,"correct"
893,"zuckerberg"
893,"correct"
893,"senator"
893,"moment"
893,"detail"
893,"leadership"
893,"industry"
893,"move"
895,"specific"
895,"transparency"
895,"click"
895,"advertiser"
895,"page"
895,"facebook"
895,"ads"
895,"running"
895,"brings"
895,"advertising"
895,"online"
895,"facebook"
895,"standard"
895,"tv"
895,"print"
895,"media"
895,"tv"
895,"ads"
895,"running"
895,"facebook"
895,"campaign"
895,"party"
895,"messages"
895,"types"
895,"people"
895,"element"
895,"transparency"
897,"piece"
897,"verifying"
897,"single"
897,"advertiser"
897,"running"
897,"political"
897,"issue"
897,"ads"
899,"klobuchar"
899,"senator"
899,"warner"
899,"called"
899,"google"
899,"platforms"
899,"memo"
899,"rest"
899,"patchwork"
899,"ads"
899,"hope"
899,"pass"
899,"bill"
901,"zuckerberg"
903,"klobuchar"
905,"subject"
905,"cambridge"
905,"analytica"
905,"people"
905,"87"
905,"million"
905,"people"
905,"users"
905,"concentrated"
905,"figure"
907,"zuckerberg"
907,"information"
907,"follow"
907,"office"
909,"klobuchar"
909,"election"
909,"close"
909,"thousands"
909,"votes"
909,"estimated"
909,"roughly"
909,"126"
909,"people"
909,"million"
909,"people"
909,"shown"
909,"content"
909,"facebook"
909,"page"
909,"internet"
909,"research"
909,"agency"
911,"determined"
911,"people"
911,"facebook"
911,"users"
911,"data"
911,"shared"
911,"cambridge"
911,"analytica"
911,"determination"
913,"zuckerberg"
913,"senator"
913,"investigating"
913,"connection"
915,"klobuchar"
915,"deal"
915,"election"
915,"cambridge"
915,"analytica"
915,"employee"
915,"christopher"
915,"wiley"
915,"data"
915,"improperly"
915,"obtained"
915,"cambridge"
915,"analytica"
915,"improperly"
915,"obtained"
915,"facebook"
915,"users"
915,"stored"
915,"russia"
917,"agree"
917,"possibility"
919,"zuckerberg"
919,"cambridge"
919,"analytica's"
919,"data"
919,"data"
919,"stored"
919,"russia"
921,"klobuchar"
921,"weekend"
921,"sunday"
923,"zuckerberg"
923,"senator"
923,"specific"
923,"knowledge"
923,"suggest"
925,"steps"
925,"audit"
925,"cambridge"
925,"analytica's"
925,"systems"
925,"understand"
925,"data"
925,"remove"
925,"data"
925,"legal"
925,"action"
927,"audit"
927,"temporarily"
927,"ceded"
927,"u.k"
927,"government"
927,"complete"
927,"government"
927,"investigation"
927,"government"
927,"investigation"
927,"takes"
927,"precedence"
927,"company"
927,"committed"
927,"completing"
927,"audit"
927,"bottom"
927,"answers"
929,"klobuchar"
931,"earlier"
931,"stated"
931,"publicly"
931,"support"
931,"privacy"
931,"rules"
931,"everyone's"
931,"playing"
931,"rules"
931,"notified"
931,"customers"
931,"earlier"
933,"support"
933,"rule"
933,"require"
933,"notify"
933,"users"
933,"breach"
933,"72"
933,"hours"
935,"zuckerberg"
935,"senator"
935,"makes"
935,"sense"
935,"team"
935,"follow"
935,"discuss"
935,"details"
937,"klobuchar"
939,"people"
939,"data's"
939,"breached"
939,"huge"
939,"solutions"
939,"faster"
939,"information"
941,"forward"
941,"passing"
941,"bill"
941,"love"
941,"pass"
941,"election"
941,"honest"
941,"ads"
941,"forward"
941,"disclosure"
941,"election"
945,"thune"
945,"senator"
945,"klobuchar"
947,"senator"
947,"blunt's"
949,"sen"
949,"roy"
949,"blunt"
949,"mo"
949,"chairman"
951,"zuckerberg"
951,"nice"
953,"entered"
953,"senate"
953,"2011"
953,"told"
953,"business"
953,"cards"
953,"printed"
953,"senate"
953,"print"
953,"shop"
953,"message"
953,"business"
953,"card"
953,"printed"
953,"facebook"
953,"address"
955,"days"
955,"regretted"
955,"days"
955,"lots"
955,"information"
955,"days"
955,"facebook"
955,"friends"
955,"misstated"
955,"single"
955,"day"
957,"platform"
957,"created"
957,"son"
957,"charlie"
957,"13"
957,"dedicated"
957,"instagram"
957,"mentioned"
959,"printed"
959,"card"
959,"account"
959,"lots"
959,"connect"
959,"people"
961,"information"
961,"commodity"
961,"makes"
961,"business"
963,"collection"
963,"efforts"
963,"expansive"
963,"discussion"
965,"collect"
965,"user"
965,"data"
965,"cross"
965,"device"
965,"tracking"
967,"zuckerberg"
967,"senator"
967,"link"
967,"people's"
967,"accounts"
967,"devices"
967,"facebook"
967,"instagram"
967,"experiences"
967,"synced"
967,"devices"
969,"blunt"
969,"include"
969,"offline"
969,"data"
969,"data"
969,"tracking"
969,"necessarily"
969,"linked"
969,"facebook"
969,"linked"
969,"device"
969,"facebook"
971,"zuckerberg"
971,"senator"
971,"team"
971,"follow"
973,"blunt"
973,"complicated"
973,"understand"
973,"explain"
973,"complicated"
975,"track"
975,"devices"
975,"individual"
975,"facebook"
975,"connected"
975,"device"
975,"facebook"
975,"connection"
975,"necessarily"
975,"connected"
975,"facebook"
977,"zuckerberg"
977,"answer"
977,"question"
979,"blunt"
981,"zuckerberg"
981,"data"
981,"provide"
981,"service"
981,"sitting"
981,"follow"
983,"blunt"
983,"ftc"
983,"flagged"
983,"cross"
983,"device"
983,"tracking"
983,"concerns"
983,"people"
983,"tracking"
983,"devices"
983,"users"
983,"facebook"
983,"tracked"
985,"disclose"
985,"collected"
985,"collection"
985,"methods"
985,"document"
985,"agree"
985,"entered"
985,"facebook"
987,"zuckerberg"
987,"senator"
987,"exhaustive"
987,"legal"
987,"documents"
987,"terms"
987,"service"
987,"privacy"
987,"policies"
987,"importantly"
987,"provide"
987,"line"
987,"controls"
987,"plain"
987,"english"
987,"people"
987,"understand"
989,"settings"
989,"top"
989,"app"
989,"periodically"
989,"people"
989,"understand"
989,"controls"
989,"settings"
989,"configure"
989,"experience"
991,"blunt"
991,"people"
991,"people"
991,"permission"
991,"track"
991,"specific"
991,"devices"
991,"contract"
991,"addition"
993,"zuckerberg"
993,"senator"
995,"blunt"
995,"opt"
995,"track"
995,"facebook"
995,"track"
995,"texting"
995,"facebook"
995,"android"
995,"phone"
997,"zuckerberg"
997,"senator"
997,"facebook"
997,"collecting"
997,"data"
997,"apps"
997,"specific"
997,"device"
997,"facebook"
997,"understand"
997,"offer"
997,"service"
999,"google"
999,"texting"
999,"app"
999,"specifically"
999,"opt"
999,"share"
999,"texting"
999,"app"
999,"information"
999,"facebook"
1001,"blunt"
1001,"recent"
1001,"addition"
1001,"deal"
1001,"communicate"
1003,"zuckerberg"
1003,"senator"
1003,"understanding"
1003,"mobile"
1003,"operating"
1003,"systems"
1003,"architected"
1005,"blunt"
1005,"bundled"
1005,"permissions"
1005,"agree"
1005,"devices"
1005,"contact"
1005,"bundle"
1005,"permission"
1005,"individually"
1005,"watch"
1005,"watch"
1007,"record"
1007,"based"
1007,"else's"
1007,"time"
1009,"thune"
1009,"senator"
1009,"blunt"
1011,"senator"
1011,"durbin"
1013,"sen"
1013,"richard"
1013,"durbin"
1013,"ill"
1013,"chairman"
1015,"zuckerberg"
1015,"comfortable"
1015,"sharing"
1015,"hotel"
1015,"stayed"
1015,"night"
1017,"zuckerberg"
1019,"laughter"
1021,"durbin"
1021,"messaged"
1021,"week"
1021,"share"
1021,"names"
1021,"people"
1021,"messaged"
1023,"zuckerberg"
1023,"senator"
1023,"choose"
1023,"publicly"
1025,"durbin"
1025,"privacy"
1025,"limits"
1025,"privacy"
1025,"modern"
1025,"america"
1025,"quote"
1025,"connecting"
1025,"people"
1025,"world"
1025,"question"
1025,"basically"
1025,"information"
1025,"facebook's"
1025,"collecting"
1025,"sending"
1025,"advance"
1025,"permission"
1025,"fair"
1025,"user"
1025,"facebook"
1025,"expect"
1027,"zuckerberg"
1027,"senator"
1027,"control"
1027,"information"
1027,"talked"
1027,"questions"
1027,"laid"
1027,"documents"
1027,"importantly"
1027,"people"
1027,"control"
1027,"product"
1029,"services"
1029,"day"
1029,"people"
1029,"services"
1029,"choose"
1029,"share"
1029,"photos"
1029,"send"
1029,"messages"
1029,"single"
1029,"time"
1029,"choose"
1029,"share"
1029,"control"
1029,"share"
1029,"level"
1029,"control"
1029,"extremely"
1031,"durbin"
1031,"facebook"
1031,"pages"
1031,"friends"
1031,"happened"
1031,"conceded"
1031,"past"
1031,"information"
1031,"friends"
1031,"people"
1031,"money"
1031,"sharing"
1031,"information"
1031,"correct"
1033,"zuckerberg"
1033,"senator"
1033,"referring"
1033,"developer"
1033,"platform"
1033,"background"
1033,"set"
1035,"durbin"
1035,"minutes"
1035,"left"
1035,"record"
1035,"couple"
1035,"questions"
1035,"recently"
1035,"announced"
1035,"called"
1035,"messenger"
1035,"kids"
1035,"facebook"
1035,"created"
1035,"app"
1035,"allowing"
1035,"kids"
1035,"ages"
1035,"6"
1035,"12"
1035,"send"
1035,"video"
1035,"text"
1035,"messages"
1035,"facebook"
1035,"extension"
1035,"parent's"
1035,"account"
1035,"cartoonlike"
1035,"stickers"
1035,"features"
1035,"designed"
1035,"appeal"
1035,"kids"
1035,"graders"
1035,"kindergartners"
1037,"january"
1037,"30th"
1037,"campaign"
1037,"commercial"
1037,"free"
1037,"childhood"
1037,"lots"
1037,"child"
1037,"development"
1037,"organizations"
1037,"warned"
1037,"facebook"
1037,"wealth"
1037,"research"
1037,"demonstrating"
1037,"excessive"
1037,"digital"
1037,"devices"
1037,"social"
1037,"media"
1037,"harmful"
1037,"kids"
1037,"argued"
1037,"children"
1037,"simply"
1037,"ready"
1037,"handle"
1037,"social"
1037,"media"
1037,"accounts"
1037,"age"
1037,"6"
1037,"addition"
1037,"concerns"
1037,"data"
1037,"gathered"
1037,"kids"
1039,"limits"
1039,"law"
1039,"children's"
1039,"online"
1039,"privacy"
1039,"protection"
1039,"act"
1039,"guarantees"
1039,"note"
1039,"data"
1039,"messenger"
1039,"kids"
1039,"collected"
1039,"shared"
1039,"violate"
1039,"law"
1041,"zuckerberg"
1041,"senator"
1041,"background"
1041,"messenger"
1041,"kids"
1041,"heard"
1041,"feedback"
1041,"thousands"
1041,"parents"
1041,"stay"
1041,"touch"
1041,"kids"
1041,"call"
1041,"apps"
1041,"facetime"
1041,"late"
1041,"communicate"
1041,"kids"
1041,"complete"
1041,"control"
1041,"agree"
1041,"kid"
1041,"6"
1041,"7"
1041,"access"
1041,"phone"
1041,"control"
1041,"contact"
1041,"app"
1041,"build"
1041,"service"
1043,"app"
1043,"collects"
1043,"minimum"
1043,"amount"
1043,"information"
1043,"operate"
1043,"service"
1043,"messages"
1043,"people"
1043,"send"
1043,"collect"
1043,"operate"
1043,"service"
1043,"data"
1043,"shared"
1043,"parties"
1043,"connected"
1043,"broader"
1043,"facebook"
1045,"durbin"
1045,"excuse"
1045,"lawyer"
1045,"picked"
1045,"word"
1045,"phrase"
1045,"suggest"
1045,"circumstances"
1045,"shared"
1045,"parties"
1047,"zuckerberg"
1049,"durbin"
1049,"idea"
1049,"reached"
1049,"adult"
1049,"age"
1049,"grown"
1049,"messenger"
1049,"kids"
1049,"allowed"
1049,"delete"
1049,"data"
1049,"collected"
1051,"zuckerberg"
1051,"senator"
1051,"matter"
1051,"13"
1051,"legal"
1051,"limit"
1051,"limit"
1051,"people"
1051,"age"
1051,"13"
1051,"facebook"
1051,"automatically"
1051,"messenger"
1051,"kids"
1051,"account"
1051,"facebook"
1051,"account"
1051,"start"
1051,"facebook"
1051,"account"
1053,"idea"
1053,"information"
1053,"deleted"
1053,"people"
1053,"starting"
1053,"facebook"
1053,"accounts"
1055,"durbin"
1055,"close"
1055,"illinois"
1055,"biometric"
1055,"information"
1055,"privacy"
1055,"act"
1055,"regulate"
1055,"commercial"
1055,"facial"
1055,"voice"
1055,"finger"
1055,"iris"
1055,"scans"
1055,"fulsome"
1055,"debate"
1055,"afraid"
1055,"facebook"
1055,"position"
1055,"carve"
1055,"exceptions"
1055,"hope"
1055,"fill"
1055,"consistent"
1055,"protecting"
1055,"privacy"
1057,"thune"
1057,"senator"
1057,"durbin"
1059,"senator"
1059,"cornyn"
1061,"sen"
1061,"john"
1061,"cornyn"
1061,"tex"
1061,"zuckerberg"
1061,"2014"
1061,"mantra"
1061,"motto"
1061,"facebook"
1061,"move"
1061,"fast"
1061,"break"
1061,"correct"
1063,"zuckerberg"
1063,"changed"
1063,"mantra"
1063,"move"
1063,"fast"
1063,"stable"
1063,"infrastructure"
1063,"sexy"
1063,"mantra"
1065,"cornyn"
1065,"sounds"
1065,"boring"
1065,"question"
1065,"time"
1065,"facebook's"
1065,"mantra"
1065,"motto"
1065,"move"
1065,"fast"
1065,"break"
1065,"misjudgments"
1065,"mistakes"
1065,"admitted"
1065,"result"
1065,"culture"
1065,"attitude"
1065,"personal"
1065,"privacy"
1065,"information"
1065,"subscribers"
1067,"zuckerberg"
1067,"senator"
1067,"mistakes"
1067,"broadest"
1067,"mistakes"
1067,"taking"
1067,"broad"
1067,"view"
1067,"responsibility"
1067,"matter"
1067,"move"
1067,"fast"
1067,"cultural"
1067,"tactical"
1067,"engineers"
1067,"ship"
1067,"operate"
1069,"mistake"
1069,"viewing"
1069,"responsibility"
1069,"building"
1069,"tools"
1069,"viewing"
1069,"responsibility"
1069,"tools"
1071,"cornyn"
1071,"previously"
1071,"earlier"
1071,"past"
1071,"told"
1071,"platforms"
1071,"facebook"
1071,"twitter"
1071,"instagram"
1071,"neutral"
1071,"platforms"
1071,"people"
1071,"run"
1071,"profit"
1071,"criticizing"
1071,"profit"
1071,"country"
1073,"bore"
1073,"responsibility"
1073,"content"
1073,"agree"
1073,"facebook"
1073,"social"
1073,"media"
1073,"platforms"
1073,"neutral"
1073,"platforms"
1073,"bear"
1073,"responsibility"
1073,"content"
1075,"zuckerberg"
1075,"agree"
1075,"responsible"
1075,"content"
1075,"societal"
1075,"questions"
1075,"answer"
1075,"current"
1075,"framework"
1075,"based"
1075,"reactive"
1075,"model"
1075,"assumed"
1075,"a.i"
1075,"tools"
1075,"proactively"
1075,"terrorist"
1075,"content"
1075,"bad"
1075,"naturally"
1075,"relied"
1075,"requiring"
1075,"people"
1075,"flag"
1075,"company"
1075,"company"
1075,"reasonable"
1075,"action"
1077,"future"
1077,"tools"
1077,"identify"
1077,"types"
1077,"bad"
1077,"content"
1077,"moral"
1077,"legal"
1077,"obligation"
1077,"questions"
1077,"wrestle"
1077,"society"
1077,"require"
1077,"companies"
1077,"action"
1077,"proactively"
1079,"cornyn"
1079,"minutes"
1079,"left"
1081,"zuckerberg"
1083,"cornyn"
1083,"questions"
1085,"interestingly"
1085,"terms"
1085,"call"
1085,"terms"
1085,"service"
1085,"legal"
1085,"document"
1085,"discloses"
1085,"subscribers"
1085,"information"
1085,"facebook"
1085,"operate"
1087,"cornyn"
1087,"concede"
1087,"doubt"
1087,"reads"
1087,"understands"
1087,"legalese"
1087,"terms"
1087,"service"
1087,"suggest"
1087,"consent"
1087,"people"
1087,"subject"
1087,"terms"
1087,"service"
1087,"informed"
1087,"consent"
1087,"words"
1087,"read"
1087,"read"
1087,"understand"
1089,"zuckerberg"
1089,"broader"
1089,"responsibility"
1089,"law"
1089,"requires"
1091,"cornyn"
1091,"talking"
1091,"talking"
1091,"terms"
1091,"subscribers"
1091,"understand"
1091,"terms"
1091,"data"
1091,"terms"
1091,"service"
1093,"paragraph"
1093,"content"
1093,"information"
1093,"post"
1093,"facebook"
1093,"told"
1093,"times"
1095,"chose"
1095,"terminate"
1095,"facebook"
1095,"account"
1095,"bar"
1095,"facebook"
1095,"parties"
1095,"data"
1095,"previously"
1095,"supplied"
1095,"purpose"
1095,"whatsoever"
1097,"zuckerberg"
1097,"senator"
1097,"delete"
1097,"account"
1097,"rid"
1097,"information"
1099,"cornyn"
1101,"zuckerberg"
1103,"cornyn"
1103,"parties"
1103,"contracted"
1103,"underlying"
1103,"information"
1103,"target"
1103,"advertising"
1103,"call"
1103,"information"
1103,"remain"
1103,"custody"
1105,"zuckerberg"
1105,"senator"
1105,"question"
1105,"glad"
1105,"brought"
1105,"common"
1105,"misperception"
1105,"facebook"
1105,"sell"
1105,"data"
1105,"advertisers"
1105,"sell"
1105,"data"
1105,"advertisers"
1105,"sell"
1105,"data"
1107,"cornyn"
1107,"rent"
1109,"zuckerberg"
1109,"advertisers"
1109,"reach"
1109,"placement"
1109,"advertiser"
1109,"ski"
1109,"shop"
1109,"sell"
1109,"skis"
1109,"women"
1109,"sense"
1109,"people"
1109,"shared"
1109,"skiing"
1109,"related"
1109,"content"
1109,"shared"
1109,"woman"
1109,"ads"
1109,"people"
1109,"data"
1109,"changing"
1109,"hands"
1109,"advertiser"
1111,"fundamental"
1111,"model"
1111,"misunderstood"
1111,"brought"
1113,"thune"
1113,"senator"
1113,"cornyn"
1115,"earlier"
1115,"couple"
1115,"breaks"
1115,"witness"
1115,"opportunity"
1115,"hours"
1117,"crosstalk"
1119,"zuckerberg"
1121,"laughter"
1123,"thune"
1125,"zuckerberg"
1125,"15"
1125,"minutes"
1127,"thune"
1129,"senator"
1129,"blumenthal"
1129,"commence"
1131,"sen"
1131,"richard"
1131,"blumenthal"
1131,"conn"
1131,"chairman"
1131,"zuckerberg"
1133,"told"
1133,"told"
1133,"world"
1133,"facebook"
1133,"deceived"
1133,"aleksandr"
1133,"kogan"
1133,"sold"
1133,"user"
1133,"information"
1133,"cambridge"
1133,"analytica"
1133,"correct"
1135,"zuckerberg"
1137,"blumenthal"
1137,"terms"
1137,"service"
1137,"aleksandr"
1137,"kogan"
1137,"provided"
1137,"facebook"
1137,"note"
1137,"facebook"
1137,"notice"
1137,"sell"
1137,"user"
1137,"information"
1139,"terms"
1139,"service"
1141,"zuckerberg"
1143,"blumenthal"
1143,"facebook"
1143,"responsible"
1143,"terms"
1143,"service"
1143,"notice"
1143,"information"
1143,"sold"
1145,"zuckerberg"
1145,"senator"
1145,"app"
1145,"review"
1145,"team"
1145,"responsible"
1147,"blumenthal"
1147,"fired"
1147,"app"
1147,"review"
1147,"team"
1149,"zuckerberg"
1149,"senator"
1151,"blumenthal"
1151,"term"
1151,"service"
1151,"conflict"
1151,"ftc"
1151,"facebook"
1151,"time"
1151,"term"
1151,"service"
1151,"provided"
1151,"facebook"
1151,"note"
1151,"ftc"
1151,"specifically"
1151,"requires"
1151,"facebook"
1151,"protect"
1151,"privacy"
1151,"conflict"
1153,"zuckerberg"
1153,"senator"
1153,"appears"
1153,"aware"
1153,"app"
1153,"developer"
1153,"submitted"
1153,"term"
1153,"conflict"
1153,"rules"
1153,"platform"
1155,"blumenthal"
1155,"happened"
1155,"effect"
1155,"willful"
1155,"blindness"
1155,"heedless"
1155,"reckless"
1155,"amounted"
1155,"violation"
1155,"ftc"
1155,"consent"
1155,"decree"
1155,"agree"
1157,"zuckerberg"
1157,"senator"
1157,"understanding"
1157,"violation"
1157,"consent"
1157,"decree"
